id,X,T,D,U,P,L,H,A,Y
2043,0,2,0,1,2,1,2,1,1
2044,3,2,2,2,2,2,2,2,2
2045,1,1,1,1,1,1,1,0,1
2046,0,2,2,1,2,2,2,2,2
2047,0,1,1,1,1,1,1,1,0
2048,1,1,0,0,1,1,1,0,1
2049,2,0,0,0,1,0,0,0,1
2050,3,1,2,2,1,1,1,0,2
2051,3,1,1,1,1,1,1,1,1
2052,0,2,1,0,2,2,2,1,0
2053,2,0,0,0,0,0,0,0,0
2054,1,1,1,1,2,1,1,0,1
2055,0,0,0,0,0,0,0,0,0
2056,3,0,1,0,0,0,0,0,1
2057,2,1,2,1,1,1,1,2,1
2058,1,1,0,1,2,1,1,1,1
2059,0,0,0,0,0,0,0,0,0
2060,0,0,0,0,1,0,0,0,0
2061,1,1,1,0,0,1,0,1,0
2062,3,2,2,2,1,1,1,2,2
2063,3,0,0,1,0,0,1,0,1
2064,0,2,1,0,2,2,1,1,1
2065,0,1,1,1,1,1,1,0,1
2066,3,1,2,2,0,1,1,1,2
2067,1,2,1,1,2,2,1,1,1
2068,1,1,1,1,1,1,1,1,1
2069,3,0,0,1,0,0,0,0,0
2070,0,2,2,1,1,2,2,1,1
2071,3,0,1,1,0,1,0,0,1
2072,1,1,0,1,1,1,2,0,1
2073,0,1,0,0,1,1,1,1,0
2074,1,0,0,0,0,0,0,1,0
2075,3,2,2,1,2,2,2,2,2
2076,3,1,1,1,0,1,2,0,2
2077,2,0,1,0,0,1,0,0,0
2078,3,1,1,1,1,1,1,1,1
2079,1,1,1,1,1,1,1,1,1
2080,1,1,0,1,1,1,1,1,1
2081,0,1,1,0,2,1,1,0,0
2082,2,0,1,1,0,0,1,0,1
2083,1,2,1,2,2,2,2,2,2
2084,1,1,1,1,0,1,1,1,1
2085,0,1,0,0,1,1,1,1,1
2086,3,2,2,2,2,2,2,1,2
2087,2,2,2,2,2,1,1,2,2
2088,1,2,1,0,1,2,1,2,2
2089,1,1,2,0,1,1,1,0,1
2090,3,1,1,1,1,1,1,1,1
2091,0,1,1,0,2,1,1,1,0
2092,2,1,2,1,0,1,1,1,1
2093,2,2,1,1,2,2,2,1,2
2094,3,1,2,2,2,1,1,0,2
2095,3,1,2,2,1,1,1,1,2
2096,1,1,1,0,1,0,1,1,1
2097,2,0,0,1,1,1,0,0,1
2098,1,2,1,1,2,2,2,1,1
2099,0,1,1,0,1,0,2,1,1
2100,1,0,1,1,1,0,0,1,1
2101,2,0,0,1,0,0,0,1,0
2102,3,0,1,1,0,0,0,0,1
2103,3,1,1,1,1,1,1,0,1
2104,3,0,0,2,0,0,0,0,1
2105,0,2,0,0,2,2,2,2,1
2106,3,2,2,2,2,1,2,2,2
2107,0,1,1,1,0,2,1,1,1
2108,1,1,1,2,0,1,1,0,1
2109,2,1,1,1,1,1,1,1,1
2110,3,0,1,2,1,0,0,1,1
2111,2,1,1,2,1,1,1,1,2
2112,2,1,1,1,1,1,1,0,1
2113,3,1,2,1,1,0,2,1,1
2114,2,1,1,1,1,0,1,0,1
2115,0,1,0,0,1,1,1,0,0
2116,0,2,1,1,2,2,1,2,1
2117,3,2,1,2,2,2,2,2,2
2118,0,0,1,0,1,0,0,0,1
2119,1,0,0,0,0,0,1,1,0
2120,2,1,1,2,1,1,1,1,1
2121,1,2,0,2,2,2,1,2,1
2122,0,1,0,0,2,1,1,1,0
2123,1,0,0,0,0,0,0,0,0
2124,2,1,0,1,2,0,0,0,1
2125,2,1,1,0,1,1,1,1,1
2126,3,1,2,2,1,1,1,1,2
2127,0,1,0,1,1,1,1,0,0
2128,2,1,2,1,1,0,0,2,1
2129,3,1,1,2,1,0,0,1,1
2130,2,1,1,1,1,1,2,1,1
2131,3,1,1,1,1,1,2,1,1
2132,1,0,0,0,1,0,0,0,0
2133,3,1,2,2,1,0,1,1,2
2134,0,2,1,1,2,1,2,2,1
2135,2,2,1,2,1,2,1,1,2
2136,0,0,0,0,0,0,0,0,0
2137,1,1,1,2,1,1,1,1,1
2138,0,1,0,0,1,2,1,1,0
2139,1,1,0,0,1,0,1,1,0
2140,0,1,0,0,1,2,2,1,1
2141,1,2,1,2,2,1,1,2,2
2142,2,1,2,2,1,2,0,1,1
2143,2,0,0,1,0,0,0,0,0
2144,1,1,0,1,1,1,1,1,1
2145,0,1,1,0,1,0,2,1,1
2146,0,2,1,2,2,2,1,1,2
2147,2,1,1,2,1,1,1,0,1
2148,1,1,1,1,1,0,1,0,1
2149,0,1,1,0,1,1,1,0,1
2150,1,1,1,0,1,1,1,0,1
2151,3,1,1,2,1,1,2,1,1
2152,3,0,1,1,0,0,0,1,1
2153,0,2,0,0,2,1,2,2,1
2154,2,1,2,1,0,0,2,1,2
2155,0,0,0,0,0,0,0,0,1
2156,0,1,0,0,2,1,0,1,1
2157,2,1,0,1,1,1,1,1,1
2158,1,0,0,0,0,0,0,1,0
2159,0,1,0,1,1,1,1,1,1
2160,0,1,1,0,2,1,1,1,1
2161,1,1,1,1,2,1,1,0,1
2162,3,1,2,1,2,1,1,0,2
2163,0,0,0,0,0,0,0,0,0
2164,3,0,1,1,0,0,0,0,2
2165,1,1,0,1,1,1,1,1,0
2166,2,1,2,1,1,1,1,1,1
2167,3,1,2,1,1,1,1,0,1
2168,2,1,0,1,1,1,0,1,1
2169,1,2,1,1,2,1,1,2,1
2170,2,1,2,1,1,1,1,1,1
2171,2,2,1,1,1,1,1,2,1
2172,3,0,1,0,0,0,0,0,1
2173,2,2,2,2,1,1,2,2,2
2174,1,2,2,0,2,1,2,2,1
2175,2,1,1,1,1,1,1,1,1
2176,0,1,1,1,1,1,1,1,0
2177,2,2,2,2,2,2,1,2,2
2178,2,1,1,1,1,0,1,0,1
2179,3,1,0,1,1,1,2,1,2
2180,3,2,2,2,1,2,2,2,2
2181,0,2,2,0,2,2,2,2,2
2182,0,1,0,1,1,2,1,1,1
2183,3,1,1,2,1,0,1,1,1
2184,2,0,0,0,1,1,0,0,0
2185,0,1,1,0,1,1,1,1,1
2186,2,2,1,1,2,2,1,1,1
2187,2,1,1,1,1,1,1,1,1
2188,1,1,1,1,1,1,1,1,2
2189,1,2,2,1,2,2,1,1,2
2190,3,1,2,1,1,2,1,0,1
2191,3,1,1,1,1,0,1,1,1
2192,0,2,1,0,1,2,1,2,1
2193,1,1,1,0,0,0,1,1,1
2194,1,1,1,1,1,0,1,1,1
2195,0,1,1,1,1,1,1,1,1
2196,1,2,0,2,2,2,2,0,1
2197,0,1,0,0,2,0,1,0,1
2198,3,1,2,2,2,1,1,2,2
2199,0,0,1,0,0,1,0,0,0
2200,2,1,1,1,1,1,1,2,1
2201,1,1,1,0,0,1,1,0,1
2202,2,0,0,0,1,0,0,0,1
2203,2,1,0,1,0,1,1,1,1
2204,3,1,2,1,1,1,1,1,1
2205,2,1,2,1,0,1,1,1,1
2206,0,1,1,1,0,0,0,1,1
2207,1,1,1,0,1,1,0,0,0
2208,2,1,2,1,1,1,1,2,2
2209,1,1,1,1,1,1,1,1,1
2210,0,0,0,0,0,0,0,0,0
2211,0,1,1,1,1,1,1,1,1
2212,0,2,1,1,2,2,1,2,1
2213,3,0,1,1,0,0,0,0,1
2214,2,1,1,1,1,1,1,1,1
2215,3,2,2,2,2,2,2,2,2
2216,3,2,2,2,2,2,2,2,2
2217,0,1,1,1,1,1,0,1,1
2218,2,1,2,2,0,0,1,0,1
2219,3,1,1,2,1,0,1,0,2
2220,2,0,0,0,0,0,0,0,0
2221,2,1,1,1,1,0,0,0,1
2222,3,2,2,2,2,2,2,1,2
2223,0,2,1,0,2,2,2,2,1
2224,3,1,2,1,0,1,1,1,1
2225,3,1,2,2,1,0,1,2,2
2226,3,1,0,2,1,0,1,1,1
2227,0,1,0,0,1,1,1,1,1
2228,3,2,1,2,2,1,1,2,2
2229,3,1,2,2,0,1,1,1,2
2230,1,2,2,1,2,2,1,2,2
2231,0,2,1,1,2,2,2,2,2
2232,3,1,1,2,1,2,1,1,2
2233,0,2,1,1,1,1,1,1,2
2234,0,0,1,0,0,0,0,0,0
2235,2,1,1,1,2,1,1,1,1
2236,3,1,2,1,1,1,1,1,2
2237,3,1,2,2,1,2,0,0,2
2238,1,2,1,1,1,2,2,1,1
2239,0,0,0,0,0,0,0,0,0
2240,3,0,0,0,0,0,0,0,1
2241,3,1,1,2,0,1,1,1,1
2242,1,2,1,1,2,1,1,1,1
2243,0,1,0,1,1,1,1,0,1
2244,1,2,1,1,2,1,1,2,1
2245,1,1,1,1,2,1,1,2,1
2246,1,1,0,1,1,1,0,0,1
2247,2,1,0,0,1,2,1,2,1
2248,1,0,0,0,1,0,0,0,0
2249,1,1,1,1,0,1,1,1,1
2250,0,1,1,1,1,1,2,1,1
2251,3,1,2,1,1,0,2,1,2
2252,1,0,0,0,0,0,1,0,0
2253,0,2,1,1,2,2,2,1,1
2254,3,2,2,2,2,1,2,1,2
2255,2,1,1,1,0,1,1,1,1
2256,3,1,1,2,1,0,1,0,2
2257,1,2,1,2,2,1,2,2,2
2258,0,1,0,0,1,1,1,1,1
2259,2,1,1,1,1,0,1,1,1
2260,1,0,0,1,0,0,0,0,0
2261,0,0,0,0,0,0,0,0,0
2262,1,1,1,1,1,0,1,0,1
2263,2,1,1,1,1,0,0,1,1
2264,3,0,0,1,0,0,1,0,0
2265,3,1,2,1,1,1,1,1,1
2266,2,1,0,1,2,2,1,1,1
2267,1,1,1,2,0,1,0,1,1
2268,1,1,1,1,1,1,1,1,1
2269,1,0,1,0,1,0,0,0,0
2270,3,0,1,1,0,0,0,0,1
2271,0,0,1,0,1,0,0,1,0
2272,2,1,1,1,1,1,1,1,1
2273,1,0,0,0,0,0,0,0,0
2274,0,1,0,1,0,2,1,1,1
2275,0,2,1,1,2,2,1,2,2
2276,3,1,1,2,1,1,1,1,2
2277,0,1,0,1,1,1,1,2,1
2278,1,2,2,1,2,1,2,1,2
2279,2,1,2,2,1,1,1,1,2
2280,3,1,1,1,1,0,2,1,1
2281,0,1,1,1,1,2,2,1,1
2282,2,2,1,2,2,2,1,2,2
2283,3,2,2,2,2,1,1,1,2
2284,0,0,0,0,0,0,0,0,0
2285,1,1,1,0,1,1,0,1,1
2286,3,2,2,1,2,2,2,1,2
2287,3,0,0,1,0,0,1,1,1
2288,2,1,1,1,2,1,1,0,1
2289,3,1,1,1,1,1,1,1,1
2290,2,1,1,2,1,2,1,1,1
2291,2,1,1,1,1,2,1,1,1
2292,1,1,1,1,1,0,2,1,1
2293,0,1,1,1,1,1,1,1,0
2294,2,1,1,1,0,1,1,1,2
2295,2,1,1,1,1,1,1,1,1
2296,0,1,0,1,1,1,1,0,0
2297,1,0,0,1,0,0,0,0,0
2298,2,0,1,0,1,1,0,0,0
2299,1,0,0,0,0,0,0,1,0
2300,3,0,1,2,0,0,0,0,1
2301,1,1,1,1,1,1,1,0,1
2302,0,1,0,1,1,1,1,1,1
2303,3,0,1,1,0,0,0,0,1
2304,0,1,0,0,1,1,0,1,0
2305,0,2,1,0,2,2,2,1,1
2306,1,1,1,0,0,1,1,1,1
2307,0,1,1,0,1,1,1,1,1
2308,2,2,1,1,1,2,1,1,1
2309,2,1,1,2,1,0,1,0,2
2310,1,0,1,1,0,0,0,0,1
2311,0,0,0,0,0,0,0,0,0
2312,1,0,0,0,0,0,0,0,0
2313,1,1,1,1,1,1,0,1,1
2314,2,2,2,1,2,1,2,1,2
2315,3,1,1,1,1,1,1,1,1
2316,3,2,2,2,2,2,2,1,2
2317,3,2,2,1,2,2,1,2,2
2318,0,1,1,1,1,1,1,1,1
2319,3,1,2,2,1,1,2,0,2
2320,1,1,1,0,1,1,1,1,1
2321,3,1,1,2,1,1,1,2,1
2322,2,0,0,1,0,0,0,0,1
2323,2,1,2,0,1,1,1,0,1
2324,0,0,0,0,0,0,0,0,0
2325,0,1,0,0,1,1,1,2,0
2326,3,1,1,0,0,2,1,0,1
2327,1,2,0,2,2,2,1,1,1
2328,2,1,1,1,1,0,1,0,1
2329,3,2,1,2,2,2,2,1,1
2330,1,2,2,1,2,2,2,2,2
2331,3,1,1,1,1,0,1,1,1
2332,1,1,0,1,1,1,1,1,0
2333,0,1,0,0,1,1,1,1,0
2334,0,0,0,0,0,0,0,0,0
2335,1,1,0,0,1,0,1,1,1
2336,0,1,1,0,2,1,0,1,1
2337,3,2,1,1,1,2,2,2,2
2338,2,0,2,0,0,0,0,0,1
2339,0,0,0,0,0,0,0,0,0
2340,3,1,1,1,1,1,1,0,2
2341,3,1,1,0,1,1,1,0,1
2342,3,1,2,2,1,1,1,0,2
2343,3,2,1,2,2,1,2,2,2
2344,0,1,1,0,1,1,1,1,0
2345,2,2,2,1,2,1,1,2,1
2346,0,1,0,0,1,1,1,1,1
2347,1,0,0,0,0,0,0,0,1
2348,2,0,0,2,0,0,0,0,1
2349,1,1,1,0,1,2,1,1,1
2350,2,2,1,1,1,2,2,2,2
2351,2,0,1,1,0,0,0,0,1
2352,2,0,1,1,1,1,0,0,0
2353,3,2,2,2,1,1,1,1,2
2354,3,2,2,2,2,2,1,2,2
2355,0,2,2,1,2,2,1,1,2
2356,3,1,1,1,1,1,0,1,1
2357,3,2,2,1,2,2,2,2,2
2358,3,0,1,1,0,0,0,0,1
2359,2,1,1,2,1,2,1,1,1
2360,1,1,2,1,1,0,1,1,1
2361,1,1,0,1,1,1,1,0,1
2362,1,1,0,1,1,0,1,0,1
2363,1,0,0,0,0,0,0,1,0
2364,3,0,1,2,0,0,1,0,1
2365,2,0,1,1,0,0,0,0,1
2366,2,1,1,1,0,1,1,1,1
2367,2,2,2,2,2,2,2,2,2
2368,0,1,1,1,1,1,1,0,1
2369,3,1,1,2,1,1,1,1,2
2370,3,2,2,1,2,1,2,1,2
2371,1,1,1,0,1,1,0,0,1
2372,2,1,2,1,1,1,1,1,1
2373,0,2,1,1,2,2,2,1,1
2374,0,1,1,1,1,0,2,1,0
2375,3,1,1,1,0,1,1,0,1
2376,1,1,1,1,1,1,1,1,1
2377,3,1,2,2,1,1,1,2,2
2378,2,2,1,1,1,2,2,1,2
2379,1,2,1,2,2,1,1,2,1
2380,2,2,2,1,2,1,2,2,2
2381,1,1,1,0,1,1,1,1,0
2382,1,1,1,0,2,1,1,0,1
2383,2,1,1,1,1,1,2,1,1
2384,2,0,1,0,1,0,1,1,0
2385,1,2,2,1,2,2,2,2,1
2386,2,0,0,1,1,1,0,0,1
2387,0,1,0,0,2,1,2,1,0
2388,3,0,0,1,0,0,0,0,0
2389,0,1,1,1,1,1,0,1,1
2390,3,1,0,1,0,2,1,0,1
2391,2,1,2,0,1,0,1,1,2
2392,0,0,0,0,0,0,0,1,0
2393,0,0,0,1,0,0,0,0,0
2394,0,1,0,1,1,1,1,1,1
2395,0,1,0,0,1,1,0,0,0
2396,3,2,2,2,2,2,2,1,2
2397,3,2,1,2,2,2,1,2,2
2398,2,1,1,1,1,0,1,1,1
2399,2,0,1,1,0,0,1,0,0
2400,3,1,1,2,1,2,0,1,2
2401,1,1,1,0,1,0,1,1,0
2402,1,2,1,1,1,1,2,1,1
2403,2,1,1,1,1,1,2,1,1
2404,0,1,1,1,2,0,0,1,1
2405,0,2,1,1,1,2,2,1,1
2406,0,1,0,0,1,1,2,1,0
2407,3,1,2,1,0,1,1,1,1
2408,3,0,1,2,0,0,0,0,1
2409,1,0,1,0,0,0,0,0,0
2410,0,2,1,1,2,2,1,2,2
2411,2,1,1,1,1,1,1,1,1
2412,2,1,1,1,1,2,1,2,1
2413,1,2,1,1,2,2,2,2,2
2414,2,0,0,1,0,0,1,1,0
2415,1,2,2,2,2,1,2,2,2
2416,2,0,0,1,0,0,0,0,1
2417,2,2,1,2,2,2,1,1,2
2418,3,1,2,2,1,1,1,1,2
2419,0,2,0,0,2,2,2,1,1
2420,0,0,0,0,0,0,0,0,0
2421,0,0,0,0,0,0,0,0,0
2422,1,0,1,0,0,1,0,0,0
2423,0,1,0,1,1,1,1,0,1
2424,3,2,2,2,2,2,2,2,2
2425,0,0,0,0,0,1,0,0,0
2426,0,0,0,0,0,0,0,0,0
2427,3,1,2,1,1,1,1,2,1
2428,0,1,0,0,1,1,1,0,1
2429,2,0,1,0,0,1,0,0,0
2430,0,1,1,0,1,1,0,1,0
2431,3,2,2,2,1,1,2,1,2
2432,3,1,2,1,1,1,1,1,1
2433,2,2,1,1,2,1,2,2,1
2434,3,2,2,2,2,2,2,2,2
2435,2,1,1,1,1,1,1,2,1
2436,0,2,1,1,2,1,1,1,1
2437,3,0,1,1,1,0,0,0,1
2438,0,1,1,1,1,1,1,1,0
2439,3,2,2,2,1,2,2,1,2
2440,2,1,1,1,1,1,1,1,1
2441,1,1,1,1,1,1,1,2,1
2442,1,1,1,1,1,1,1,1,1
2443,3,0,1,1,0,0,1,0,0
2444,0,1,1,0,1,0,2,0,1
2445,3,1,1,1,1,1,1,0,2
2446,0,2,1,0,1,2,2,2,1
2447,3,1,2,2,1,1,1,2,2
2448,1,0,1,0,0,0,0,0,1
2449,3,2,2,2,2,2,2,2,2
2450,1,1,0,1,1,1,0,1,1
2451,3,2,1,2,2,2,2,1,2
2452,3,2,2,2,1,2,1,1,2
2453,2,1,1,2,0,1,1,1,1
2454,2,2,2,2,2,1,2,2,2
2455,3,0,0,1,0,0,1,0,1
2456,3,2,2,2,2,2,2,2,2
2457,3,2,2,2,2,1,2,1,2
2458,3,1,2,2,1,1,1,0,1
2459,3,0,1,0,0,0,1,0,0
2460,3,1,1,0,1,1,1,0,1
2461,3,1,2,1,1,2,1,1,2
2462,1,1,0,2,1,1,1,1,1
2463,1,2,1,2,2,1,1,2,2
2464,2,1,1,0,1,0,1,1,1
2465,2,2,2,1,2,2,1,2,2
2466,2,1,0,1,1,1,0,0,1
2467,0,0,0,0,0,0,0,1,0
2468,0,1,1,1,2,1,1,0,1
2469,1,1,1,1,0,1,2,0,1
2470,3,1,1,1,0,1,0,1,1
2471,1,0,0,1,0,0,0,0,0
2472,0,0,0,0,0,0,1,0,0
2473,2,2,1,1,2,1,2,2,1
2474,2,1,1,1,1,0,1,1,1
2475,2,1,1,1,1,1,1,1,1
2476,2,1,1,1,1,0,1,0,1
2477,2,0,0,0,0,0,0,0,0
2478,3,0,1,2,0,1,0,0,1
2479,2,2,2,2,2,1,2,1,2
2480,2,1,0,1,1,0,1,2,1
2481,3,0,1,1,0,0,0,0,2
2482,2,2,2,2,2,1,2,2,2
2483,1,1,1,1,0,1,1,1,1
2484,3,0,1,1,0,0,0,0,0
2485,3,1,1,0,1,0,0,1,1
2486,2,1,0,2,1,1,1,1,1
2487,1,0,1,0,0,0,1,0,0
2488,2,1,1,0,1,1,1,2,1
2489,3,1,0,1,1,1,1,1,1
2490,3,1,1,0,1,1,1,0,1
2491,2,0,0,2,0,0,0,0,1
2492,0,1,1,0,1,1,1,0,0
2493,2,1,1,1,2,1,1,1,1
2494,2,0,1,1,0,0,0,0,0
2495,2,1,0,0,0,1,1,0,1
2496,0,1,0,0,1,1,1,2,0
2497,3,1,1,1,1,1,0,2,1
2498,0,2,1,1,2,2,2,1,1
2499,3,1,2,1,1,2,1,1,2
2500,0,2,1,1,2,2,2,1,2
2501,3,0,2,0,0,0,1,1,1
2502,3,1,2,2,1,1,0,1,2
2503,2,0,1,1,0,0,0,0,1
2504,1,0,1,1,0,0,0,1,1
2505,1,1,0,1,0,1,0,1,1
2506,2,2,1,1,2,2,1,2,1
2507,0,1,0,0,1,1,0,1,0
2508,3,1,1,1,1,1,1,1,0
2509,2,2,2,2,1,1,2,2,2
2510,2,0,1,0,0,0,0,0,1
2511,0,1,1,1,1,0,0,1,1
2512,3,1,1,2,1,1,1,1,1
2513,2,2,1,1,2,2,2,1,1
2514,1,1,1,1,0,1,1,1,1
2515,0,0,1,0,0,0,0,0,0
2516,2,2,2,2,2,2,2,2,1
2517,3,2,2,1,2,1,1,2,2
2518,3,1,2,1,0,1,1,1,1
2519,0,1,0,0,1,1,2,1,1
2520,0,1,0,0,1,0,1,1,1
2521,0,1,0,0,1,1,1,1,1
2522,1,2,1,1,2,1,2,1,1
2523,0,2,1,0,2,2,1,1,1
2524,0,0,0,0,0,1,0,1,0
2525,1,1,2,0,1,0,2,0,1
2526,2,2,2,1,2,2,2,2,2
2527,0,0,0,0,0,0,0,0,0
2528,1,1,1,2,2,1,2,0,1
2529,2,0,1,0,0,0,0,0,0
2530,3,0,0,1,0,0,0,1,0
2531,2,1,1,1,1,1,0,1,1
2532,1,1,1,0,1,1,0,1,0
2533,0,1,2,1,1,1,1,1,2
2534,0,1,0,0,1,1,0,0,0
2535,1,2,2,1,2,1,2,2,2
2536,3,1,2,1,1,1,0,1,2
2537,3,1,2,1,1,1,1,1,2
2538,1,1,1,1,1,1,1,2,0
2539,2,1,0,0,1,1,1,1,1
2540,0,1,1,1,1,1,0,1,1
2541,1,1,0,1,1,1,1,0,0
2542,1,2,2,2,1,2,1,1,2
2543,3,1,1,2,1,1,1,2,2
2544,1,2,2,1,2,2,1,2,1
2545,1,2,1,1,2,1,2,2,2
2546,0,0,0,0,0,1,0,1,0
2547,1,1,1,0,1,1,0,2,1
2548,0,0,0,0,0,0,0,0,0
2549,1,2,1,1,2,1,2,2,1
2550,1,1,0,0,1,1,0,1,1
2551,1,0,0,0,1,0,0,1,0
2552,1,2,1,1,2,2,1,2,1
2553,0,0,1,0,0,0,0,1,0
2554,1,0,0,1,0,0,0,0,1
2555,2,1,1,1,1,0,1,0,1
2556,1,1,0,1,1,1,0,1,1
2557,0,1,2,1,1,1,0,1,1
2558,1,1,2,1,0,1,1,1,1
2559,0,0,0,1,0,0,1,0,0
2560,1,1,0,1,1,1,0,1,1
2561,3,1,0,2,1,2,1,1,1
2562,1,2,2,1,2,2,2,2,1
2563,2,1,2,1,1,1,2,1,1
2564,2,1,1,2,1,1,2,1,1
2565,3,1,1,1,2,1,1,1,2
2566,3,1,2,2,1,1,1,1,2
2567,3,2,2,2,2,1,2,2,2
2568,0,1,0,1,1,1,1,0,0
2569,0,1,0,0,0,1,1,1,1
2570,0,0,0,0,0,0,0,0,0
2571,0,0,0,0,0,1,1,0,0
2572,0,0,0,0,0,1,1,0,0
2573,0,1,0,0,1,1,1,1,1
2574,1,2,2,2,2,2,2,1,2
2575,2,2,2,1,2,2,2,2,2
2576,1,1,1,1,0,0,1,1,1
2577,0,1,0,1,1,1,1,1,0
2578,2,2,1,2,2,2,1,2,1
2579,2,2,2,2,2,1,2,1,2
2580,2,1,1,1,1,0,1,0,1
2581,3,0,0,1,0,0,0,1,0
2582,3,1,1,1,2,1,0,1,1
2583,1,0,0,0,0,1,0,1,0
2584,2,2,1,1,2,2,1,2,2
2585,0,2,1,0,2,2,2,1,1
2586,2,0,1,0,0,0,0,0,1
2587,2,1,1,1,1,1,1,2,1
2588,3,2,2,2,2,1,1,2,2
2589,1,1,1,1,1,1,0,1,1
2590,2,2,1,1,2,2,1,1,1
2591,0,2,2,1,2,2,2,2,1
2592,1,1,1,0,1,1,1,1,0
2593,3,1,1,1,1,1,1,2,1
2594,1,0,0,1,0,0,0,0,1
2595,1,1,1,0,0,1,0,1,1
2596,0,0,0,0,0,0,0,1,0
2597,0,2,1,1,2,2,2,1,1
2598,3,1,1,1,0,0,1,0,1
2599,0,2,1,1,2,2,2,1,1
2600,3,1,1,2,1,1,1,1,1
2601,0,1,1,0,1,1,1,1,0
2602,1,2,1,2,1,2,2,1,1
2603,0,0,0,1,0,0,0,1,0
2604,3,1,2,2,0,1,1,1,2
2605,3,1,1,1,2,0,1,1,1
2606,3,2,2,2,2,1,1,1,2
2607,3,2,2,2,1,2,2,1,2
2608,1,0,1,0,0,0,0,0,0
2609,0,2,2,1,2,2,2,1,1
2610,3,1,2,1,1,1,0,0,2
2611,1,0,0,0,0,0,0,0,0
2612,3,1,1,1,1,1,1,1,1
2613,3,2,2,1,2,2,2,2,1
2614,1,1,1,1,1,0,1,1,1
2615,0,1,1,0,0,1,1,1,0
2616,1,1,0,1,2,1,0,0,1
2617,3,1,2,1,1,1,1,1,1
2618,0,1,1,1,2,2,1,1,1
2619,2,2,2,2,1,2,1,2,2
2620,0,2,1,0,2,2,2,1,1
2621,3,0,0,1,0,0,0,0,1
2622,1,1,1,1,0,1,1,1,1
2623,3,1,1,1,1,0,1,0,2
2624,0,1,1,0,1,1,1,1,0
2625,0,2,0,1,1,2,2,1,1
2626,0,1,1,0,1,2,1,1,1
2627,1,2,2,2,2,2,2,2,2
2628,2,2,0,1,2,1,2,2,1
2629,1,2,1,2,2,2,2,2,2
2630,3,1,2,1,1,1,1,1,2
2631,2,1,1,0,1,1,1,1,1
2632,2,1,2,1,2,1,1,1,2
2633,2,1,1,2,1,2,1,0,1
2634,3,1,1,2,1,1,1,1,2
2635,1,0,0,0,0,0,1,0,0
2636,3,2,2,2,2,2,2,2,2
2637,0,1,0,1,1,1,1,1,0
2638,2,2,2,1,2,2,2,2,2
2639,1,1,1,1,1,1,1,0,1
2640,2,0,1,0,0,0,0,0,1
2641,3,2,2,2,1,2,2,1,2
2642,1,0,0,0,0,0,0,1,0
2643,1,0,0,1,0,0,0,0,1
2644,1,2,1,1,1,2,1,2,1
2645,1,1,1,1,1,1,1,0,1
2646,1,1,1,0,1,1,1,1,0
2647,3,2,2,1,2,1,2,2,2
2648,0,1,1,0,1,1,1,1,1
2649,3,1,1,2,1,2,0,1,2
2650,1,1,1,0,1,0,1,0,1
2651,2,1,1,1,0,0,0,1,1
2652,2,1,2,1,1,0,1,1,2
2653,1,0,0,0,0,0,0,1,0
2654,2,1,1,0,1,1,1,1,1
2655,1,0,0,0,0,0,1,1,0
2656,2,0,1,1,0,0,0,0,0
2657,2,2,2,1,2,2,2,1,2
2658,1,1,1,0,2,1,1,1,1
2659,0,0,0,1,1,0,0,0,0
2660,0,1,1,0,1,1,1,1,1
2661,2,1,1,0,1,1,1,1,1
2662,0,0,0,0,1,0,0,0,0
2663,1,2,2,1,2,2,0,2,2
2664,1,0,1,1,0,0,1,0,0
2665,0,0,0,1,0,0,0,0,0
2666,2,1,2,1,0,1,0,1,1
2667,3,0,1,0,0,0,0,0,1
2668,1,0,0,0,0,0,1,0,0
2669,0,1,0,1,1,1,1,1,1
2670,2,0,1,0,0,0,0,0,1
2671,1,1,1,1,1,1,1,0,1
2672,0,0,0,0,0,0,0,0,0
2673,1,2,2,1,1,2,1,2,2
2674,1,0,1,0,0,0,1,0,0
2675,1,1,0,1,1,1,1,1,1
2676,0,1,1,0,1,1,1,1,0
2677,3,1,2,2,1,0,1,0,2
2678,2,2,1,2,2,2,1,1,2
2679,1,1,0,1,1,0,1,0,1
2680,3,1,1,1,1,1,2,1,1
2681,2,1,1,1,1,1,1,1,1
2682,3,1,2,1,1,1,1,1,2
2683,1,1,1,1,1,0,0,2,1
2684,3,0,2,1,0,0,0,0,1
2685,1,1,0,1,1,1,1,1,1
2686,0,0,0,0,0,0,0,2,0
2687,1,1,1,2,1,1,1,2,1
2688,3,2,2,2,2,2,2,1,2
2689,2,1,1,2,2,1,2,1,2
2690,2,2,2,2,2,2,2,1,2
2691,3,2,2,2,2,1,2,2,2
2692,0,0,0,0,1,0,0,0,0
2693,1,0,0,1,0,0,0,0,0
2694,0,2,1,0,2,0,2,2,1
2695,0,0,0,0,0,0,0,0,0
2696,0,2,2,1,2,2,1,1,1
2697,2,0,0,2,1,0,1,1,0
2698,2,0,0,1,0,1,0,0,0
2699,3,1,1,1,1,0,1,2,1
2700,2,1,1,2,1,1,1,1,1
2701,2,2,1,2,2,2,2,1,2
2702,3,0,1,0,0,0,0,0,0
2703,1,0,0,0,0,0,0,0,0
2704,2,2,2,2,2,2,2,2,2
2705,3,1,1,1,1,1,2,0,1
2706,2,1,1,1,1,1,1,1,1
2707,3,1,1,1,1,1,2,2,0
